# PLAZA instance : diatoms_01
# File generation timestamp : Wed Apr 22 15:36:27 CEST 2020
#"transcript_id";"gene_id"
"Sro393_g133650.1";"Sro393_g133650"
"Sro393_g133660.1";"Sro393_g133660"
"Sro393_g133670.1";"Sro393_g133670"
"Sro393_g133680.1";"Sro393_g133680"
"Sro393_g133690.1";"Sro393_g133690"
"Sro393_g133700.1";"Sro393_g133700"
"Sro393_g133710.1";"Sro393_g133710"
"Sro393_g133720.1";"Sro393_g133720"
"Sro393_g133730.1";"Sro393_g133730"
"Sro3940_g352020.1";"Sro3940_g352020"
"Sro3941_g352021.1";"Sro3941_g352021"
"Sro3941_g352030.1";"Sro3941_g352030"
"Sro3944_g352040.1";"Sro3944_g352040"
"Sro3944_g352050.1";"Sro3944_g352050"
"Sro3944_g352060.1";"Sro3944_g352060"
"Sro3945_g352070.1";"Sro3945_g352070"
"Sro3946_g352071.1";"Sro3946_g352071"
"Sro3946_g352080.1";"Sro3946_g352080"
"Sro3947_g352090.1";"Sro3947_g352090"
"Sro3948_g352100.1";"Sro3948_g352100"
"Sro394_g133740.1";"Sro394_g133740"
"Sro394_g133750.1";"Sro394_g133750"
"Sro394_g133760.1";"Sro394_g133760"
"Sro394_g133770.1";"Sro394_g133770"
"Sro394_g133780.1";"Sro394_g133780"
"Sro394_g133790.1";"Sro394_g133790"
"Sro394_g133800.1";"Sro394_g133800"
"Sro394_g133810.1";"Sro394_g133810"
"Sro394_g133820.1";"Sro394_g133820"
"Sro394_g133830.1";"Sro394_g133830"
"Sro394_g133840.1";"Sro394_g133840"
"Sro394_g133850.1";"Sro394_g133850"
"Sro394_g133860.1";"Sro394_g133860"
"Sro394_g133870.1";"Sro394_g133870"
"Sro394_g133880.1";"Sro394_g133880"
"Sro394_g133890.1";"Sro394_g133890"
"Sro394_g133900.1";"Sro394_g133900"
"Sro394_g133910.1";"Sro394_g133910"
"Sro394_g133920.1";"Sro394_g133920"
"Sro394_g133930.1";"Sro394_g133930"
"Sro394_g133940.1";"Sro394_g133940"
"Sro394_g133950.1";"Sro394_g133950"
"Sro394_g133951.1";"Sro394_g133951"
"Sro3953_g352110.1";"Sro3953_g352110"
"Sro3953_g352120.1";"Sro3953_g352120"
"Sro3954_g352130.1";"Sro3954_g352130"
"Sro3955_g352140.1";"Sro3955_g352140"
"Sro3955_g352150.1";"Sro3955_g352150"
"Sro3956_g352160.1";"Sro3956_g352160"
"Sro3956_g352170.1";"Sro3956_g352170"
"Sro3958_g352180.1";"Sro3958_g352180"
"Sro3958_g352190.1";"Sro3958_g352190"
"Sro3959_g352200.1";"Sro3959_g352200"
"Sro395_g133960.1";"Sro395_g133960"
"Sro395_g133970.1";"Sro395_g133970"
"Sro395_g133980.1";"Sro395_g133980"
"Sro395_g133990.1";"Sro395_g133990"
"Sro395_g134000.1";"Sro395_g134000"
"Sro395_g134010.1";"Sro395_g134010"
"Sro395_g134020.1";"Sro395_g134020"
"Sro395_g134030.1";"Sro395_g134030"
"Sro395_g134040.1";"Sro395_g134040"
"Sro395_g134050.2";"Sro395_g134050"
"Sro395_g134060.1";"Sro395_g134060"
"Sro395_g134070.1";"Sro395_g134070"
"Sro395_g134080.1";"Sro395_g134080"
"Sro395_g134090.1";"Sro395_g134090"
"Sro395_g134100.1";"Sro395_g134100"
"Sro395_g134110.1";"Sro395_g134110"
"Sro395_g134120.1";"Sro395_g134120"
"Sro395_g134130.1";"Sro395_g134130"
"Sro395_g134140.1";"Sro395_g134140"
"Sro395_g134150.1";"Sro395_g134150"
"Sro395_g134160.1";"Sro395_g134160"
"Sro395_g134170.1";"Sro395_g134170"
"Sro395_g134180.1";"Sro395_g134180"
"Sro395_g134190.1";"Sro395_g134190"
"Sro3961_g134381.1";"Sro3961_g134381"
"Sro3962_g352210.1";"Sro3962_g352210"
"Sro3962_g352220.1";"Sro3962_g352220"
"Sro3962_g352230.1";"Sro3962_g352230"
"Sro3962_r004340.1";"Sro3962_r004340"
"Sro3963_g352240.1";"Sro3963_g352240"
"Sro3965_g352250.1";"Sro3965_g352250"
"Sro396_g134200.1";"Sro396_g134200"
"Sro396_g134210.1";"Sro396_g134210"
"Sro396_g134211.1";"Sro396_g134211"
"Sro396_g134220.1";"Sro396_g134220"
"Sro396_g134230.1";"Sro396_g134230"
"Sro396_g134240.1";"Sro396_g134240"
"Sro396_g134250.1";"Sro396_g134250"
"Sro396_g134260.1";"Sro396_g134260"
"Sro396_g134270.1";"Sro396_g134270"
"Sro396_g134280.1";"Sro396_g134280"
"Sro396_g134290.1";"Sro396_g134290"
"Sro396_g134300.1";"Sro396_g134300"
"Sro396_g134310.1";"Sro396_g134310"
"Sro396_g134320.1";"Sro396_g134320"
"Sro396_g134330.1";"Sro396_g134330"
"Sro396_g134340.1";"Sro396_g134340"
"Sro396_g134350.1";"Sro396_g134350"
"Sro396_g134360.1";"Sro396_g134360"
"Sro396_g134370.1";"Sro396_g134370"
"Sro396_g134380.1";"Sro396_g134380"
"Sro3970_g352260.1";"Sro3970_g352260"
"Sro3976_g352270.1";"Sro3976_g352270"
"Sro3978_g352280.1";"Sro3978_g352280"
"Sro397_g134390.1";"Sro397_g134390"
"Sro397_g134400.1";"Sro397_g134400"
"Sro397_g134410.1";"Sro397_g134410"
"Sro397_g134420.1";"Sro397_g134420"
"Sro397_g134430.1";"Sro397_g134430"
"Sro397_g134440.1";"Sro397_g134440"
"Sro397_g134450.1";"Sro397_g134450"
"Sro397_g134460.1";"Sro397_g134460"
"Sro397_g134470.1";"Sro397_g134470"
"Sro397_g134480.1";"Sro397_g134480"
"Sro397_g134490.1";"Sro397_g134490"
"Sro397_g134500.1";"Sro397_g134500"
"Sro397_g134510.1";"Sro397_g134510"
"Sro397_g134520.1";"Sro397_g134520"
"Sro397_g134530.1";"Sro397_g134530"
"Sro397_g134540.1";"Sro397_g134540"
"Sro397_g134550.1";"Sro397_g134550"
"Sro397_g134560.1";"Sro397_g134560"
"Sro397_g134570.1";"Sro397_g134570"
"Sro3980_g352290.1";"Sro3980_g352290"
"Sro3985_g352300.1";"Sro3985_g352300"
"Sro3986_g352310.1";"Sro3986_g352310"
"Sro3987_g352320.1";"Sro3987_g352320"
"Sro3988_g352330.1";"Sro3988_g352330"
"Sro3989_g352340.1";"Sro3989_g352340"
"Sro3989_g352350.1";"Sro3989_g352350"
"Sro398_g134580.1";"Sro398_g134580"
"Sro398_g134590.1";"Sro398_g134590"
"Sro398_g134600.1";"Sro398_g134600"
"Sro398_g134610.1";"Sro398_g134610"
"Sro398_g134611.1";"Sro398_g134611"
"Sro398_g134620.1";"Sro398_g134620"
"Sro398_g134630.1";"Sro398_g134630"
"Sro398_g134640.1";"Sro398_g134640"
"Sro398_g134650.1";"Sro398_g134650"
"Sro398_g134660.1";"Sro398_g134660"
"Sro398_g134670.1";"Sro398_g134670"
"Sro398_g134680.1";"Sro398_g134680"
"Sro398_g134690.1";"Sro398_g134690"
"Sro398_g134700.1";"Sro398_g134700"
"Sro398_g134710.1";"Sro398_g134710"
"Sro398_g134711.1";"Sro398_g134711"
"Sro398_g134720.1";"Sro398_g134720"
"Sro398_g134730.1";"Sro398_g134730"
"Sro398_g134740.1";"Sro398_g134740"
"Sro398_g134750.1";"Sro398_g134750"
"Sro398_g134760.1";"Sro398_g134760"
"Sro398_g134770.1";"Sro398_g134770"
"Sro398_g134780.1";"Sro398_g134780"
"Sro3990_g352360.1";"Sro3990_g352360"
"Sro3991_g352370.1";"Sro3991_g352370"
"Sro3993_g352380.1";"Sro3993_g352380"
"Sro3994_g352390.1";"Sro3994_g352390"
"Sro3995_g352400.1";"Sro3995_g352400"
"Sro3999_g352410.1";"Sro3999_g352410"
"Sro399_g134790.1";"Sro399_g134790"
"Sro399_g134800.1";"Sro399_g134800"
"Sro399_g134810.1";"Sro399_g134810"
"Sro399_g134820.1";"Sro399_g134820"
"Sro399_g134830.1";"Sro399_g134830"
"Sro399_g134840.1";"Sro399_g134840"
"Sro399_g134850.1";"Sro399_g134850"
"Sro399_g134860.1";"Sro399_g134860"
"Sro399_g134870.1";"Sro399_g134870"
"Sro399_g134880.1";"Sro399_g134880"
"Sro399_g134890.1";"Sro399_g134890"
"Sro399_g134900.1";"Sro399_g134900"
"Sro399_g134910.1";"Sro399_g134910"
"Sro399_g134920.1";"Sro399_g134920"
"Sro399_g134930.1";"Sro399_g134930"
"Sro399_g134940.1";"Sro399_g134940"
"Sro399_g134950.1";"Sro399_g134950"
"Sro399_g134960.1";"Sro399_g134960"
"Sro39_g023930.1";"Sro39_g023930"
"Sro39_g023940.1";"Sro39_g023940"
"Sro39_g023950.1";"Sro39_g023950"
"Sro39_g023960.1";"Sro39_g023960"
"Sro39_g023970.1";"Sro39_g023970"
"Sro39_g023980.1";"Sro39_g023980"
"Sro39_g023990.1";"Sro39_g023990"
"Sro39_g024000.1";"Sro39_g024000"
"Sro39_g024010.1";"Sro39_g024010"
"Sro39_g024020.1";"Sro39_g024020"
"Sro39_g024030.1";"Sro39_g024030"
"Sro39_g024040.1";"Sro39_g024040"
"Sro39_g024050.1";"Sro39_g024050"
"Sro39_g024060.1";"Sro39_g024060"
"Sro39_g024070.1";"Sro39_g024070"
"Sro39_g024080.1";"Sro39_g024080"
"Sro39_g024090.1";"Sro39_g024090"
"Sro39_g024100.1";"Sro39_g024100"
"Sro39_g024110.2";"Sro39_g024110"
"Sro39_g024120.1";"Sro39_g024120"
"Sro39_g024130.1";"Sro39_g024130"
"Sro39_g024140.1";"Sro39_g024140"
"Sro39_g024150.1";"Sro39_g024150"
"Sro39_g024160.1";"Sro39_g024160"
"Sro39_g024170.1";"Sro39_g024170"
"Sro39_g024180.1";"Sro39_g024180"
"Sro39_g024190.1";"Sro39_g024190"
"Sro39_g024200.1";"Sro39_g024200"
"Sro39_g024210.1";"Sro39_g024210"
"Sro39_g024211.1";"Sro39_g024211"
"Sro39_g024220.1";"Sro39_g024220"
"Sro39_g024230.1";"Sro39_g024230"
"Sro39_g024240.1";"Sro39_g024240"
"Sro39_g024250.1";"Sro39_g024250"
"Sro39_g024260.1";"Sro39_g024260"
"Sro39_g024270.1";"Sro39_g024270"
"Sro39_g024280.1";"Sro39_g024280"
"Sro39_g024290.1";"Sro39_g024290"
"Sro39_g024300.1";"Sro39_g024300"
"Sro39_g024310.1";"Sro39_g024310"
"Sro39_g024320.1";"Sro39_g024320"
"Sro39_g024330.1";"Sro39_g024330"
"Sro39_g024340.1";"Sro39_g024340"
"Sro39_g024350.1";"Sro39_g024350"
"Sro39_g024360.1";"Sro39_g024360"
"Sro39_g024370.1";"Sro39_g024370"
"Sro39_g024380.1";"Sro39_g024380"
"Sro39_g024390.1";"Sro39_g024390"
"Sro39_g024400.1";"Sro39_g024400"
"Sro3_g001960.1";"Sro3_g001960"
"Sro3_g001961.1";"Sro3_g001961"
"Sro3_g001970.1";"Sro3_g001970"
"Sro3_g001980.1";"Sro3_g001980"
"Sro3_g001990.1";"Sro3_g001990"
"Sro3_g002000.1";"Sro3_g002000"
"Sro3_g002010.1";"Sro3_g002010"
"Sro3_g002020.1";"Sro3_g002020"
"Sro3_g002030.1";"Sro3_g002030"
"Sro3_g002040.1";"Sro3_g002040"
"Sro3_g002050.1";"Sro3_g002050"
"Sro3_g002060.1";"Sro3_g002060"
"Sro3_g002070.1";"Sro3_g002070"
"Sro3_g002080.1";"Sro3_g002080"
"Sro3_g002090.1";"Sro3_g002090"
"Sro3_g002100.1";"Sro3_g002100"
"Sro3_g002110.1";"Sro3_g002110"
"Sro3_g002120.1";"Sro3_g002120"
"Sro3_g002130.1";"Sro3_g002130"
"Sro3_g002140.1";"Sro3_g002140"
"Sro3_g002150.1";"Sro3_g002150"
"Sro3_g002160.1";"Sro3_g002160"
"Sro3_g002170.1";"Sro3_g002170"
"Sro3_g002180.1";"Sro3_g002180"
"Sro3_g002190.1";"Sro3_g002190"
"Sro3_g002200.1";"Sro3_g002200"
"Sro3_g002210.1";"Sro3_g002210"
"Sro3_g002220.1";"Sro3_g002220"
"Sro3_g002230.1";"Sro3_g002230"
"Sro3_g002240.1";"Sro3_g002240"
"Sro3_g002250.1";"Sro3_g002250"
"Sro3_g002260.1";"Sro3_g002260"
"Sro3_g002270.1";"Sro3_g002270"
"Sro3_g002280.1";"Sro3_g002280"
"Sro3_g002290.1";"Sro3_g002290"
"Sro3_g002300.1";"Sro3_g002300"
"Sro3_g002310.1";"Sro3_g002310"
"Sro3_g002320.1";"Sro3_g002320"
"Sro3_g002330.1";"Sro3_g002330"
"Sro3_g002340.1";"Sro3_g002340"
"Sro3_g002350.1";"Sro3_g002350"
"Sro3_g002360.1";"Sro3_g002360"
"Sro3_g002370.1";"Sro3_g002370"
"Sro3_g002380.1";"Sro3_g002380"
"Sro3_g002390.1";"Sro3_g002390"
"Sro3_g002400.1";"Sro3_g002400"
"Sro3_g002410.1";"Sro3_g002410"
"Sro3_g002420.1";"Sro3_g002420"
"Sro3_g002430.1";"Sro3_g002430"
"Sro3_g002440.1";"Sro3_g002440"
"Sro3_g002450.1";"Sro3_g002450"
"Sro3_g002460.1";"Sro3_g002460"
"Sro3_g002470.1";"Sro3_g002470"
"Sro3_g002480.1";"Sro3_g002480"
"Sro3_g002490.1";"Sro3_g002490"
"Sro3_g002500.1";"Sro3_g002500"
"Sro3_g002510.1";"Sro3_g002510"
"Sro3_g002520.1";"Sro3_g002520"
"Sro3_g002530.1";"Sro3_g002530"
"Sro3_g002540.1";"Sro3_g002540"
"Sro3_g002550.1";"Sro3_g002550"
"Sro3_g002560.1";"Sro3_g002560"
"Sro3_g002570.1";"Sro3_g002570"
"Sro3_g002580.1";"Sro3_g002580"
"Sro3_g002590.1";"Sro3_g002590"
"Sro3_g002600.1";"Sro3_g002600"
"Sro3_g002610.1";"Sro3_g002610"
"Sro3_g002620.1";"Sro3_g002620"
"Sro3_g002630.1";"Sro3_g002630"
"Sro3_g002640.1";"Sro3_g002640"
"Sro3_g002650.1";"Sro3_g002650"
"Sro3_g002660.1";"Sro3_g002660"
"Sro3_g002670.1";"Sro3_g002670"
"Sro3_g002680.1";"Sro3_g002680"
"Sro3_g002690.1";"Sro3_g002690"
"Sro3_g002700.1";"Sro3_g002700"
"Sro3_g002710.1";"Sro3_g002710"
"Sro3_g002720.1";"Sro3_g002720"
"Sro3_g002730.1";"Sro3_g002730"
"Sro3_g002740.1";"Sro3_g002740"
"Sro3_g002750.1";"Sro3_g002750"
"Sro3_g002760.1";"Sro3_g002760"
"Sro3_g002770.1";"Sro3_g002770"
"Sro3_g002780.1";"Sro3_g002780"
"Sro3_g002790.1";"Sro3_g002790"
"Sro3_g002800.1";"Sro3_g002800"
"Sro3_g002810.1";"Sro3_g002810"
"Sro3_g002820.1";"Sro3_g002820"
"Sro3_g002830.1";"Sro3_g002830"
"Sro3_g002840.1";"Sro3_g002840"
"Sro3_g002850.1";"Sro3_g002850"
"Sro3_g002860.1";"Sro3_g002860"
"Sro3_g002870.1";"Sro3_g002870"
"Sro3_g002880.1";"Sro3_g002880"
"Sro3_g002890.1";"Sro3_g002890"
"Sro3_g002900.1";"Sro3_g002900"
"Sro3_g002910.1";"Sro3_g002910"
"Sro4000_g352420.1";"Sro4000_g352420"
"Sro4002_g352430.1";"Sro4002_g352430"
"Sro4005_g352440.1";"Sro4005_g352440"
"Sro4005_g352450.1";"Sro4005_g352450"
"Sro4006_g352460.1";"Sro4006_g352460"
"Sro4006_g352470.1";"Sro4006_g352470"
"Sro4008_g352480.1";"Sro4008_g352480"
"Sro4009_g352490.1";"Sro4009_g352490"
"Sro4009_g352500.1";"Sro4009_g352500"
"Sro400_g134970.1";"Sro400_g134970"
"Sro400_g134980.1";"Sro400_g134980"
"Sro400_g134990.1";"Sro400_g134990"
"Sro400_g135000.1";"Sro400_g135000"
"Sro400_g135010.1";"Sro400_g135010"
"Sro400_g135020.1";"Sro400_g135020"
"Sro400_g135030.1";"Sro400_g135030"
"Sro400_g135040.1";"Sro400_g135040"
"Sro400_g135050.1";"Sro400_g135050"
"Sro400_g135060.1";"Sro400_g135060"
"Sro400_g135070.1";"Sro400_g135070"
"Sro400_g135080.1";"Sro400_g135080"
"Sro400_g135090.1";"Sro400_g135090"
"Sro400_g135100.1";"Sro400_g135100"
"Sro400_g135110.1";"Sro400_g135110"
"Sro400_g135120.1";"Sro400_g135120"
"Sro400_g135130.1";"Sro400_g135130"
"Sro400_g135140.1";"Sro400_g135140"
"Sro400_g135150.1";"Sro400_g135150"
"Sro400_g135160.1";"Sro400_g135160"
"Sro400_g135170.1";"Sro400_g135170"
"Sro400_g135180.1";"Sro400_g135180"
"Sro400_g135190.1";"Sro400_g135190"
"Sro400_g135200.1";"Sro400_g135200"
"Sro400_g135210.1";"Sro400_g135210"
"Sro400_g135220.1";"Sro400_g135220"
"Sro400_g135230.1";"Sro400_g135230"
"Sro4012_g352510.1";"Sro4012_g352510"
"Sro4013_g352520.1";"Sro4013_g352520"
"Sro4018_g352530.1";"Sro4018_g352530"
"Sro4018_g352540.1";"Sro4018_g352540"
"Sro4018_g352550.1";"Sro4018_g352550"
"Sro401_g135240.1";"Sro401_g135240"
"Sro401_g135250.1";"Sro401_g135250"
"Sro401_g135260.1";"Sro401_g135260"
"Sro401_g135261.2";"Sro401_g135261"
"Sro401_g135270.1";"Sro401_g135270"
"Sro401_g135280.1";"Sro401_g135280"
"Sro401_g135290.1";"Sro401_g135290"
"Sro401_g135300.1";"Sro401_g135300"
"Sro401_g135310.1";"Sro401_g135310"
"Sro401_g135320.1";"Sro401_g135320"
"Sro401_g135330.1";"Sro401_g135330"
"Sro401_g135340.1";"Sro401_g135340"
"Sro401_g135350.1";"Sro401_g135350"
"Sro401_g135360.1";"Sro401_g135360"
"Sro401_g135370.1";"Sro401_g135370"
"Sro4021_g352560.1";"Sro4021_g352560"
"Sro4023_g352570.1";"Sro4023_g352570"
"Sro4026_g352580.1";"Sro4026_g352580"
"Sro4026_g352590.1";"Sro4026_g352590"
"Sro402_g135380.1";"Sro402_g135380"
"Sro402_g135390.1";"Sro402_g135390"
"Sro402_g135400.1";"Sro402_g135400"
"Sro402_g135410.1";"Sro402_g135410"
"Sro402_g135420.1";"Sro402_g135420"
"Sro402_g135430.1";"Sro402_g135430"
"Sro402_g135440.1";"Sro402_g135440"
"Sro402_g135450.2";"Sro402_g135450"
"Sro402_g135460.1";"Sro402_g135460"
"Sro402_g135470.1";"Sro402_g135470"
"Sro402_g135480.1";"Sro402_g135480"
"Sro402_g135490.1";"Sro402_g135490"
"Sro402_g135500.1";"Sro402_g135500"
"Sro402_g135510.1";"Sro402_g135510"
"Sro402_g135520.1";"Sro402_g135520"
"Sro402_g135530.1";"Sro402_g135530"
"Sro402_g135540.1";"Sro402_g135540"
"Sro4035_g352600.1";"Sro4035_g352600"
"Sro4035_g352610.1";"Sro4035_g352610"
"Sro4035_g352620.1";"Sro4035_g352620"
"Sro4039_g352630.1";"Sro4039_g352630"
"Sro403_g135550.1";"Sro403_g135550"
"Sro403_g135560.2";"Sro403_g135560"
"Sro403_g135570.1";"Sro403_g135570"
"Sro403_g135580.2";"Sro403_g135580"
"Sro403_g135590.1";"Sro403_g135590"
"Sro403_g135600.1";"Sro403_g135600"
"Sro403_g135610.1";"Sro403_g135610"
"Sro403_g135620.1";"Sro403_g135620"
"Sro403_g135630.1";"Sro403_g135630"
"Sro403_g135640.1";"Sro403_g135640"
"Sro403_g135650.1";"Sro403_g135650"
"Sro403_g135660.1";"Sro403_g135660"
"Sro403_g135670.1";"Sro403_g135670"
"Sro403_g135680.1";"Sro403_g135680"
"Sro403_g135690.1";"Sro403_g135690"
"Sro403_g135700.1";"Sro403_g135700"
"Sro403_g135710.1";"Sro403_g135710"
"Sro403_g135720.1";"Sro403_g135720"
"Sro403_g135730.1";"Sro403_g135730"
"Sro403_g135740.1";"Sro403_g135740"
"Sro403_g135750.1";"Sro403_g135750"
"Sro403_g135760.1";"Sro403_g135760"
"Sro403_g135770.1";"Sro403_g135770"
"Sro403_g135780.1";"Sro403_g135780"
"Sro403_g135790.1";"Sro403_g135790"
"Sro4040_g352640.1";"Sro4040_g352640"
"Sro4045_g352650.1";"Sro4045_g352650"
"Sro4045_g352660.1";"Sro4045_g352660"
"Sro404_g135800.1";"Sro404_g135800"
"Sro404_g135810.1";"Sro404_g135810"
"Sro404_g135820.1";"Sro404_g135820"
"Sro404_g135830.1";"Sro404_g135830"
"Sro404_g135840.1";"Sro404_g135840"
"Sro404_g135850.1";"Sro404_g135850"
"Sro404_g135860.1";"Sro404_g135860"
"Sro404_g135870.1";"Sro404_g135870"
"Sro404_g135880.1";"Sro404_g135880"
"Sro404_g135890.1";"Sro404_g135890"
"Sro404_g135900.1";"Sro404_g135900"
"Sro404_g135910.1";"Sro404_g135910"
"Sro404_g135920.1";"Sro404_g135920"
"Sro404_g135930.1";"Sro404_g135930"
"Sro404_g135940.1";"Sro404_g135940"
"Sro404_g135950.1";"Sro404_g135950"
"Sro404_g135960.1";"Sro404_g135960"
"Sro404_g135970.1";"Sro404_g135970"
"Sro404_g135980.1";"Sro404_g135980"
"Sro404_g135990.1";"Sro404_g135990"
"Sro404_g136000.1";"Sro404_g136000"
"Sro404_g136010.2";"Sro404_g136010"
"Sro4050_g352670.1";"Sro4050_g352670"
"Sro4051_g352680.1";"Sro4051_g352680"
"Sro4053_g352690.1";"Sro4053_g352690"
"Sro4056_g352700.1";"Sro4056_g352700"
"Sro405_g136020.1";"Sro405_g136020"
"Sro405_g136030.1";"Sro405_g136030"
"Sro405_g136040.1";"Sro405_g136040"
"Sro405_g136050.1";"Sro405_g136050"
"Sro405_g136060.1";"Sro405_g136060"
"Sro405_g136070.1";"Sro405_g136070"
"Sro405_g136080.1";"Sro405_g136080"
"Sro405_g136090.1";"Sro405_g136090"
"Sro405_g136100.1";"Sro405_g136100"
"Sro405_g136110.1";"Sro405_g136110"
"Sro405_g136120.1";"Sro405_g136120"
"Sro405_g136130.1";"Sro405_g136130"
"Sro405_g136140.1";"Sro405_g136140"
"Sro405_g136150.1";"Sro405_g136150"
"Sro405_g136160.1";"Sro405_g136160"
"Sro405_g136170.1";"Sro405_g136170"
"Sro405_g136180.1";"Sro405_g136180"
"Sro405_g136190.1";"Sro405_g136190"
"Sro405_g136200.1";"Sro405_g136200"
"Sro405_g136210.1";"Sro405_g136210"
"Sro405_g136220.1";"Sro405_g136220"
"Sro405_g136230.1";"Sro405_g136230"
"Sro405_g136240.1";"Sro405_g136240"
"Sro405_g136250.1";"Sro405_g136250"
"Sro405_g136260.1";"Sro405_g136260"
"Sro405_g136270.1";"Sro405_g136270"
"Sro405_g136280.1";"Sro405_g136280"
"Sro405_g136281.1";"Sro405_g136281"
"Sro405_g136290.1";"Sro405_g136290"
"Sro405_g136300.1";"Sro405_g136300"
"Sro4060_g352710.1";"Sro4060_g352710"
"Sro4061_g352711.2";"Sro4061_g352711"
"Sro4065_g352720.1";"Sro4065_g352720"
"Sro4067_g352730.1";"Sro4067_g352730"
"Sro4069_g352740.1";"Sro4069_g352740"
"Sro406_g136310.1";"Sro406_g136310"
"Sro406_g136320.1";"Sro406_g136320"
"Sro406_g136340.1";"Sro406_g136340"
"Sro406_g136350.1";"Sro406_g136350"
"Sro406_g136360.1";"Sro406_g136360"
"Sro406_g136370.1";"Sro406_g136370"
"Sro406_g136371.1";"Sro406_g136371"
"Sro406_g136380.1";"Sro406_g136380"
"Sro406_g136390.1";"Sro406_g136390"
"Sro406_g136400.1";"Sro406_g136400"
"Sro406_g136410.1";"Sro406_g136410"
"Sro406_g136420.1";"Sro406_g136420"
"Sro406_g136430.1";"Sro406_g136430"
"Sro406_g136440.1";"Sro406_g136440"
"Sro406_g136450.1";"Sro406_g136450"
"Sro406_g136460.1";"Sro406_g136460"
"Sro406_g136470.1";"Sro406_g136470"
"Sro406_g136480.1";"Sro406_g136480"
"Sro406_g136490.1";"Sro406_g136490"
"Sro4073_g136782.1";"Sro4073_g136782"
"Sro4076_g352750.1";"Sro4076_g352750"
"Sro4076_g352760.1";"Sro4076_g352760"
"Sro407_g136500.1";"Sro407_g136500"
"Sro407_g136510.1";"Sro407_g136510"
"Sro407_g136520.1";"Sro407_g136520"
"Sro407_g136530.1";"Sro407_g136530"
"Sro407_g136540.1";"Sro407_g136540"
"Sro407_g136550.1";"Sro407_g136550"
"Sro407_g136560.1";"Sro407_g136560"
"Sro407_g136570.1";"Sro407_g136570"
"Sro407_g136580.1";"Sro407_g136580"
"Sro407_g136590.1";"Sro407_g136590"
"Sro407_g136600.1";"Sro407_g136600"
"Sro407_g136610.1";"Sro407_g136610"
"Sro407_g136620.1";"Sro407_g136620"
"Sro407_g136630.1";"Sro407_g136630"
"Sro407_g136640.1";"Sro407_g136640"
"Sro407_g136650.1";"Sro407_g136650"
"Sro407_g136660.1";"Sro407_g136660"
"Sro407_g136670.1";"Sro407_g136670"
"Sro407_g136680.1";"Sro407_g136680"
"Sro407_g136690.1";"Sro407_g136690"
"Sro407_g136691.1";"Sro407_g136691"
"Sro407_g136700.1";"Sro407_g136700"
"Sro407_g136730.1";"Sro407_g136730"
"Sro407_g136740.1";"Sro407_g136740"
"Sro407_g136750.1";"Sro407_g136750"
"Sro407_g136760.1";"Sro407_g136760"
"Sro407_g136770.1";"Sro407_g136770"
"Sro407_g136780.1";"Sro407_g136780"
"Sro407_g136781.1";"Sro407_g136781"
"Sro4083_g352770.1";"Sro4083_g352770"
"Sro4083_g352780.1";"Sro4083_g352780"
"Sro4084_g352790.1";"Sro4084_g352790"
"Sro4084_g352800.1";"Sro4084_g352800"
"Sro4085_g352810.1";"Sro4085_g352810"
"Sro4086_g352820.1";"Sro4086_g352820"
"Sro4089_g352830.1";"Sro4089_g352830"
"Sro408_g136790.1";"Sro408_g136790"
"Sro408_g136800.1";"Sro408_g136800"
"Sro408_g136810.1";"Sro408_g136810"
"Sro408_g136820.1";"Sro408_g136820"
"Sro408_g136830.1";"Sro408_g136830"
"Sro408_g136840.1";"Sro408_g136840"
"Sro408_g136850.1";"Sro408_g136850"
"Sro408_g136860.1";"Sro408_g136860"
"Sro408_g136870.1";"Sro408_g136870"
"Sro408_g136880.1";"Sro408_g136880"
"Sro408_g136890.1";"Sro408_g136890"
"Sro408_g136900.1";"Sro408_g136900"
"Sro408_g136910.1";"Sro408_g136910"
"Sro408_g136920.1";"Sro408_g136920"
"Sro408_g136930.1";"Sro408_g136930"
"Sro408_g136940.1";"Sro408_g136940"
"Sro408_g136950.1";"Sro408_g136950"
"Sro408_g136960.1";"Sro408_g136960"
"Sro408_g136970.1";"Sro408_g136970"
"Sro408_g136980.1";"Sro408_g136980"
"Sro408_g136990.1";"Sro408_g136990"
"Sro408_g137000.1";"Sro408_g137000"
"Sro408_g137010.1";"Sro408_g137010"
"Sro408_g137020.1";"Sro408_g137020"
"Sro408_g137030.1";"Sro408_g137030"
"Sro408_g137040.1";"Sro408_g137040"
"Sro408_g137050.1";"Sro408_g137050"
"Sro408_g137060.1";"Sro408_g137060"
"Sro408_g137070.1";"Sro408_g137070"
"Sro408_g137080.1";"Sro408_g137080"
"Sro408_g137090.1";"Sro408_g137090"
"Sro4092_g352840.1";"Sro4092_g352840"
"Sro4094_g352850.1";"Sro4094_g352850"
"Sro4096_g352860.1";"Sro4096_g352860"
"Sro4097_g352870.1";"Sro4097_g352870"
"Sro4098_g352880.1";"Sro4098_g352880"
"Sro4099_g352881.1";"Sro4099_g352881"
"Sro409_g137100.1";"Sro409_g137100"
"Sro409_g137110.1";"Sro409_g137110"
"Sro409_g137120.1";"Sro409_g137120"
"Sro409_g137130.1";"Sro409_g137130"
"Sro409_g137140.1";"Sro409_g137140"
"Sro409_g137150.1";"Sro409_g137150"
