# PLAZA instance : diatoms_01
# File generation timestamp : Wed Apr 22 15:36:27 CEST 2020
#"transcript_id";"gene_id"
"Sro5_g003980.1";"Sro5_g003980"
"Sro5_g003990.1";"Sro5_g003990"
"Sro5_g004000.1";"Sro5_g004000"
"Sro5_g004010.1";"Sro5_g004010"
"Sro5_g004020.1";"Sro5_g004020"
"Sro5_g004030.1";"Sro5_g004030"
"Sro5_g004040.1";"Sro5_g004040"
"Sro5_g004050.1";"Sro5_g004050"
"Sro5_g004060.1";"Sro5_g004060"
"Sro5_g004070.1";"Sro5_g004070"
"Sro5_g004080.1";"Sro5_g004080"
"Sro5_g004090.1";"Sro5_g004090"
"Sro5_g004100.1";"Sro5_g004100"
"Sro5_g004110.1";"Sro5_g004110"
"Sro5_g004120.1";"Sro5_g004120"
"Sro5_g004130.1";"Sro5_g004130"
"Sro5_g004140.1";"Sro5_g004140"
"Sro5_g004150.1";"Sro5_g004150"
"Sro5_g004151.1";"Sro5_g004151"
"Sro5_g004160.1";"Sro5_g004160"
"Sro5_g004170.1";"Sro5_g004170"
"Sro5_g004180.1";"Sro5_g004180"
"Sro5_g004190.1";"Sro5_g004190"
"Sro5_g004200.1";"Sro5_g004200"
"Sro5_g004210.1";"Sro5_g004210"
"Sro5_g004220.1";"Sro5_g004220"
"Sro5_g004230.1";"Sro5_g004230"
"Sro5_g004240.1";"Sro5_g004240"
"Sro5_g004250.1";"Sro5_g004250"
"Sro5_g004260.1";"Sro5_g004260"
"Sro5_g004270.1";"Sro5_g004270"
"Sro5_g004280.1";"Sro5_g004280"
"Sro5_g004290.1";"Sro5_g004290"
"Sro5_g004300.1";"Sro5_g004300"
"Sro5_g004310.1";"Sro5_g004310"
"Sro5_g004320.1";"Sro5_g004320"
"Sro5_g004330.1";"Sro5_g004330"
"Sro5_g004340.1";"Sro5_g004340"
"Sro5_g004350.1";"Sro5_g004350"
"Sro5_g004360.1";"Sro5_g004360"
"Sro5_g004370.1";"Sro5_g004370"
"Sro5_g004380.1";"Sro5_g004380"
"Sro5_g004390.1";"Sro5_g004390"
"Sro5_g004400.1";"Sro5_g004400"
"Sro5_g004410.1";"Sro5_g004410"
"Sro5_g004420.1";"Sro5_g004420"
"Sro5_g004430.1";"Sro5_g004430"
"Sro5_g004440.1";"Sro5_g004440"
"Sro5_g004450.1";"Sro5_g004450"
"Sro5_g004460.1";"Sro5_g004460"
"Sro5_g004470.1";"Sro5_g004470"
"Sro5_g004480.1";"Sro5_g004480"
"Sro5_g004490.1";"Sro5_g004490"
"Sro5_g004500.1";"Sro5_g004500"
"Sro5_g004510.1";"Sro5_g004510"
"Sro5_g004520.1";"Sro5_g004520"
"Sro5_g004530.2";"Sro5_g004530"
"Sro5_g004540.1";"Sro5_g004540"
"Sro5_g004550.1";"Sro5_g004550"
"Sro5_g004560.1";"Sro5_g004560"
"Sro5_g004570.1";"Sro5_g004570"
"Sro5_g004580.1";"Sro5_g004580"
"Sro5_g004590.1";"Sro5_g004590"
"Sro5_g004600.1";"Sro5_g004600"
"Sro5_g004610.1";"Sro5_g004610"
"Sro5_g004620.1";"Sro5_g004620"
"Sro5_g004630.1";"Sro5_g004630"
"Sro5_g004640.1";"Sro5_g004640"
"Sro5_g004650.1";"Sro5_g004650"
"Sro5_g004660.1";"Sro5_g004660"
"Sro5_g004670.1";"Sro5_g004670"
"Sro5_g004680.1";"Sro5_g004680"
"Sro5_g004690.1";"Sro5_g004690"
"Sro5_g004700.1";"Sro5_g004700"
"Sro5_g004710.1";"Sro5_g004710"
"Sro5_g004720.1";"Sro5_g004720"
"Sro5_g004730.1";"Sro5_g004730"
"Sro5_g004740.1";"Sro5_g004740"
"Sro5_g004750.1";"Sro5_g004750"
"Sro5_g004751.1";"Sro5_g004751"
"Sro5_g004760.1";"Sro5_g004760"
"Sro5_g004770.1";"Sro5_g004770"
"Sro5_g004780.1";"Sro5_g004780"
"Sro5_g004790.1";"Sro5_g004790"
"Sro5_g004800.1";"Sro5_g004800"
"Sro5_r000040.1";"Sro5_r000040"
"Sro600_g173340.1";"Sro600_g173340"
"Sro600_g173341.1";"Sro600_g173341"
"Sro600_g173350.1";"Sro600_g173350"
"Sro600_g173360.1";"Sro600_g173360"
"Sro600_g173370.1";"Sro600_g173370"
"Sro600_g173380.1";"Sro600_g173380"
"Sro600_g173390.1";"Sro600_g173390"
"Sro600_g173400.1";"Sro600_g173400"
"Sro600_g173410.1";"Sro600_g173410"
"Sro600_g173420.1";"Sro600_g173420"
"Sro601_g173430.1";"Sro601_g173430"
"Sro601_g173440.1";"Sro601_g173440"
"Sro601_g173450.1";"Sro601_g173450"
"Sro601_g173460.1";"Sro601_g173460"
"Sro601_g173470.1";"Sro601_g173470"
"Sro601_g173480.1";"Sro601_g173480"
"Sro601_g173490.1";"Sro601_g173490"
"Sro601_g173500.1";"Sro601_g173500"
"Sro601_g173510.1";"Sro601_g173510"
"Sro601_g173520.2";"Sro601_g173520"
"Sro601_g173530.1";"Sro601_g173530"
"Sro601_g173540.1";"Sro601_g173540"
"Sro601_g173541.1";"Sro601_g173541"
"Sro601_g173550.1";"Sro601_g173550"
"Sro601_g173560.1";"Sro601_g173560"
"Sro601_g173570.1";"Sro601_g173570"
"Sro601_g173580.1";"Sro601_g173580"
"Sro601_g173590.1";"Sro601_g173590"
"Sro601_g173600.1";"Sro601_g173600"
"Sro601_g173610.1";"Sro601_g173610"
"Sro601_g173620.1";"Sro601_g173620"
"Sro601_g173630.1";"Sro601_g173630"
"Sro601_g173640.1";"Sro601_g173640"
"Sro601_g173650.1";"Sro601_g173650"
"Sro602_g173660.1";"Sro602_g173660"
"Sro602_g173670.1";"Sro602_g173670"
"Sro602_g173680.1";"Sro602_g173680"
"Sro602_g173690.1";"Sro602_g173690"
"Sro602_g173700.1";"Sro602_g173700"
"Sro602_g173710.1";"Sro602_g173710"
"Sro602_g173720.1";"Sro602_g173720"
"Sro602_g173730.1";"Sro602_g173730"
"Sro602_g173740.1";"Sro602_g173740"
"Sro602_g173750.1";"Sro602_g173750"
"Sro602_g173760.1";"Sro602_g173760"
"Sro602_g173770.1";"Sro602_g173770"
"Sro602_g173780.1";"Sro602_g173780"
"Sro602_g173790.1";"Sro602_g173790"
"Sro602_g173800.1";"Sro602_g173800"
"Sro602_g173810.1";"Sro602_g173810"
"Sro603_g173820.1";"Sro603_g173820"
"Sro603_g173830.3";"Sro603_g173830"
"Sro603_g173860.1";"Sro603_g173860"
"Sro603_g173870.1";"Sro603_g173870"
"Sro603_g173880.1";"Sro603_g173880"
"Sro603_g173890.1";"Sro603_g173890"
"Sro603_g173900.1";"Sro603_g173900"
"Sro603_g173910.1";"Sro603_g173910"
"Sro603_g173920.1";"Sro603_g173920"
"Sro603_g173930.1";"Sro603_g173930"
"Sro603_g173940.1";"Sro603_g173940"
"Sro603_g173950.1";"Sro603_g173950"
"Sro603_g173960.1";"Sro603_g173960"
"Sro603_g173970.1";"Sro603_g173970"
"Sro603_g173980.1";"Sro603_g173980"
"Sro603_g173990.1";"Sro603_g173990"
"Sro603_g174000.1";"Sro603_g174000"
"Sro603_g174010.1";"Sro603_g174010"
"Sro603_g174020.1";"Sro603_g174020"
"Sro603_g174030.1";"Sro603_g174030"
"Sro603_g174040.1";"Sro603_g174040"
"Sro603_g174050.1";"Sro603_g174050"
"Sro603_r002370.1";"Sro603_r002370"
"Sro604_g174060.1";"Sro604_g174060"
"Sro604_g174070.1";"Sro604_g174070"
"Sro604_g174080.2";"Sro604_g174080"
"Sro604_g174090.1";"Sro604_g174090"
"Sro604_g174100.1";"Sro604_g174100"
"Sro604_g174110.1";"Sro604_g174110"
"Sro604_g174120.1";"Sro604_g174120"
"Sro604_g174130.1";"Sro604_g174130"
"Sro604_g174140.1";"Sro604_g174140"
"Sro604_g174150.1";"Sro604_g174150"
"Sro604_g174160.1";"Sro604_g174160"
"Sro604_g174170.1";"Sro604_g174170"
"Sro604_g174180.1";"Sro604_g174180"
"Sro604_g174190.1";"Sro604_g174190"
"Sro605_g174200.1";"Sro605_g174200"
"Sro605_g174210.1";"Sro605_g174210"
"Sro605_g174220.1";"Sro605_g174220"
"Sro605_g174230.1";"Sro605_g174230"
"Sro605_g174240.1";"Sro605_g174240"
"Sro605_g174250.1";"Sro605_g174250"
"Sro605_g174260.1";"Sro605_g174260"
"Sro605_g174270.1";"Sro605_g174270"
"Sro605_g174280.1";"Sro605_g174280"
"Sro605_g174290.2";"Sro605_g174290"
"Sro605_g174300.1";"Sro605_g174300"
"Sro605_g174310.1";"Sro605_g174310"
"Sro605_g174320.1";"Sro605_g174320"
"Sro605_g174330.1";"Sro605_g174330"
"Sro605_g174340.1";"Sro605_g174340"
"Sro605_g174350.1";"Sro605_g174350"
"Sro605_g174360.1";"Sro605_g174360"
"Sro605_g174370.1";"Sro605_g174370"
"Sro605_g174380.1";"Sro605_g174380"
"Sro605_g174390.1";"Sro605_g174390"
"Sro606_g174400.1";"Sro606_g174400"
"Sro606_g174410.1";"Sro606_g174410"
"Sro606_g174420.1";"Sro606_g174420"
"Sro606_g174430.1";"Sro606_g174430"
"Sro606_g174440.1";"Sro606_g174440"
"Sro606_g174450.1";"Sro606_g174450"
"Sro606_g174460.1";"Sro606_g174460"
"Sro606_g174470.1";"Sro606_g174470"
"Sro606_g174480.1";"Sro606_g174480"
"Sro606_g174490.1";"Sro606_g174490"
"Sro606_g174500.1";"Sro606_g174500"
"Sro606_g174510.1";"Sro606_g174510"
"Sro606_g174520.1";"Sro606_g174520"
"Sro606_g174530.1";"Sro606_g174530"
"Sro606_g174540.1";"Sro606_g174540"
"Sro606_g174550.1";"Sro606_g174550"
"Sro606_g174570.1";"Sro606_g174570"
"Sro607_g174580.1";"Sro607_g174580"
"Sro607_g174590.1";"Sro607_g174590"
"Sro607_g174600.1";"Sro607_g174600"
"Sro607_g174610.1";"Sro607_g174610"
"Sro607_g174620.1";"Sro607_g174620"
"Sro607_g174630.1";"Sro607_g174630"
"Sro607_g174640.1";"Sro607_g174640"
"Sro607_g174650.1";"Sro607_g174650"
"Sro607_g174660.1";"Sro607_g174660"
"Sro607_g174670.1";"Sro607_g174670"
"Sro607_g174680.1";"Sro607_g174680"
"Sro607_g174690.1";"Sro607_g174690"
"Sro607_g174700.1";"Sro607_g174700"
"Sro607_g174710.1";"Sro607_g174710"
"Sro607_g174720.1";"Sro607_g174720"
"Sro608_g174730.1";"Sro608_g174730"
"Sro608_g174740.1";"Sro608_g174740"
"Sro608_g174750.1";"Sro608_g174750"
"Sro608_g174760.1";"Sro608_g174760"
"Sro608_g174770.1";"Sro608_g174770"
"Sro608_g174780.1";"Sro608_g174780"
"Sro608_g174790.1";"Sro608_g174790"
"Sro608_g174800.1";"Sro608_g174800"
"Sro608_g174810.1";"Sro608_g174810"
"Sro608_g174820.1";"Sro608_g174820"
"Sro608_g174830.1";"Sro608_g174830"
"Sro608_g174840.1";"Sro608_g174840"
"Sro608_g174850.1";"Sro608_g174850"
"Sro608_g174860.1";"Sro608_g174860"
"Sro608_g174870.1";"Sro608_g174870"
"Sro608_g174880.1";"Sro608_g174880"
"Sro608_g174890.1";"Sro608_g174890"
"Sro608_g174900.1";"Sro608_g174900"
"Sro608_r002380.1";"Sro608_r002380"
"Sro609_g174910.1";"Sro609_g174910"
"Sro609_g174920.1";"Sro609_g174920"
"Sro609_g174930.1";"Sro609_g174930"
"Sro609_g174940.1";"Sro609_g174940"
"Sro609_g174950.1";"Sro609_g174950"
"Sro609_g174960.1";"Sro609_g174960"
"Sro609_g174970.1";"Sro609_g174970"
"Sro609_g174980.1";"Sro609_g174980"
"Sro609_g174990.1";"Sro609_g174990"
"Sro609_g175000.1";"Sro609_g175000"
"Sro609_g175010.1";"Sro609_g175010"
"Sro609_g175020.1";"Sro609_g175020"
"Sro609_g175030.1";"Sro609_g175030"
"Sro609_g175040.1";"Sro609_g175040"
"Sro609_g175050.1";"Sro609_g175050"
"Sro609_g175060.1";"Sro609_g175060"
"Sro609_g175070.1";"Sro609_g175070"
"Sro609_g175080.1";"Sro609_g175080"
"Sro60_g034460.1";"Sro60_g034460"
"Sro60_g034470.1";"Sro60_g034470"
"Sro60_g034471.1";"Sro60_g034471"
"Sro60_g034480.1";"Sro60_g034480"
"Sro60_g034490.1";"Sro60_g034490"
"Sro60_g034500.1";"Sro60_g034500"
"Sro60_g034510.1";"Sro60_g034510"
"Sro60_g034520.1";"Sro60_g034520"
"Sro60_g034530.2";"Sro60_g034530"
"Sro60_g034540.1";"Sro60_g034540"
"Sro60_g034550.1";"Sro60_g034550"
"Sro60_g034560.1";"Sro60_g034560"
"Sro60_g034570.1";"Sro60_g034570"
"Sro60_g034580.1";"Sro60_g034580"
"Sro60_g034590.1";"Sro60_g034590"
"Sro60_g034600.1";"Sro60_g034600"
"Sro60_g034610.1";"Sro60_g034610"
"Sro60_g034620.1";"Sro60_g034620"
"Sro60_g034630.1";"Sro60_g034630"
"Sro60_g034640.1";"Sro60_g034640"
"Sro60_g034650.1";"Sro60_g034650"
"Sro60_g034660.2";"Sro60_g034660"
"Sro60_g034670.1";"Sro60_g034670"
"Sro60_g034680.1";"Sro60_g034680"
"Sro60_g034690.1";"Sro60_g034690"
"Sro60_g034700.1";"Sro60_g034700"
"Sro60_g034710.1";"Sro60_g034710"
"Sro60_g034720.1";"Sro60_g034720"
"Sro60_g034730.1";"Sro60_g034730"
"Sro60_g034740.1";"Sro60_g034740"
"Sro60_g034750.1";"Sro60_g034750"
"Sro60_g034760.1";"Sro60_g034760"
"Sro60_g034770.1";"Sro60_g034770"
"Sro60_g034780.1";"Sro60_g034780"
"Sro60_g034790.1";"Sro60_g034790"
"Sro60_g034800.1";"Sro60_g034800"
"Sro60_g034810.1";"Sro60_g034810"
"Sro60_g034820.1";"Sro60_g034820"
"Sro60_g034830.1";"Sro60_g034830"
"Sro60_g034840.1";"Sro60_g034840"
"Sro60_g034850.1";"Sro60_g034850"
"Sro60_g034860.1";"Sro60_g034860"
"Sro60_g034870.2";"Sro60_g034870"
"Sro60_g034880.1";"Sro60_g034880"
"Sro60_r000630.1";"Sro60_r000630"
"Sro610_g175090.1";"Sro610_g175090"
"Sro610_g175100.1";"Sro610_g175100"
"Sro610_g175110.1";"Sro610_g175110"
"Sro610_g175120.1";"Sro610_g175120"
"Sro610_g175130.1";"Sro610_g175130"
"Sro610_g175140.1";"Sro610_g175140"
"Sro610_g175150.1";"Sro610_g175150"
"Sro610_g175160.1";"Sro610_g175160"
"Sro610_g175170.1";"Sro610_g175170"
"Sro610_g175180.1";"Sro610_g175180"
"Sro610_g175190.1";"Sro610_g175190"
"Sro610_g175200.1";"Sro610_g175200"
"Sro611_g175210.1";"Sro611_g175210"
"Sro611_g175220.1";"Sro611_g175220"
"Sro611_g175230.1";"Sro611_g175230"
"Sro611_g175240.1";"Sro611_g175240"
"Sro611_g175250.1";"Sro611_g175250"
"Sro611_g175260.1";"Sro611_g175260"
"Sro611_g175270.1";"Sro611_g175270"
"Sro611_g175280.1";"Sro611_g175280"
"Sro611_g175290.1";"Sro611_g175290"
"Sro611_g175300.1";"Sro611_g175300"
"Sro611_g175310.1";"Sro611_g175310"
"Sro611_g175320.1";"Sro611_g175320"
"Sro611_g175330.1";"Sro611_g175330"
"Sro611_g175340.1";"Sro611_g175340"
"Sro611_g175350.1";"Sro611_g175350"
"Sro611_g175360.1";"Sro611_g175360"
"Sro611_g175370.1";"Sro611_g175370"
"Sro611_g175380.1";"Sro611_g175380"
"Sro611_g175390.1";"Sro611_g175390"
"Sro612_g175400.1";"Sro612_g175400"
"Sro612_g175410.1";"Sro612_g175410"
"Sro612_g175420.1";"Sro612_g175420"
"Sro612_g175430.1";"Sro612_g175430"
"Sro612_g175440.1";"Sro612_g175440"
"Sro612_g175450.1";"Sro612_g175450"
"Sro612_g175460.1";"Sro612_g175460"
"Sro612_g175470.1";"Sro612_g175470"
"Sro612_g175480.1";"Sro612_g175480"
"Sro612_g175490.1";"Sro612_g175490"
"Sro612_g175500.1";"Sro612_g175500"
"Sro612_g175510.1";"Sro612_g175510"
"Sro612_g175520.1";"Sro612_g175520"
"Sro612_g175530.1";"Sro612_g175530"
"Sro613_g175540.1";"Sro613_g175540"
"Sro613_g175550.1";"Sro613_g175550"
"Sro613_g175560.1";"Sro613_g175560"
"Sro613_g175570.1";"Sro613_g175570"
"Sro613_g175580.1";"Sro613_g175580"
"Sro613_g175590.1";"Sro613_g175590"
"Sro613_g175600.1";"Sro613_g175600"
"Sro613_g175610.1";"Sro613_g175610"
"Sro613_g175620.1";"Sro613_g175620"
"Sro613_g175630.1";"Sro613_g175630"
"Sro613_g175640.1";"Sro613_g175640"
"Sro613_g175650.1";"Sro613_g175650"
"Sro613_g175660.1";"Sro613_g175660"
"Sro614_g175670.1";"Sro614_g175670"
"Sro614_g175680.1";"Sro614_g175680"
"Sro614_g175690.1";"Sro614_g175690"
"Sro614_g175700.1";"Sro614_g175700"
"Sro614_g175710.1";"Sro614_g175710"
"Sro614_g175720.1";"Sro614_g175720"
"Sro614_g175730.1";"Sro614_g175730"
"Sro614_g175740.1";"Sro614_g175740"
"Sro614_g175750.1";"Sro614_g175750"
"Sro614_g175760.2";"Sro614_g175760"
"Sro614_g175770.1";"Sro614_g175770"
"Sro614_g175780.1";"Sro614_g175780"
"Sro614_g175790.1";"Sro614_g175790"
"Sro614_g175800.1";"Sro614_g175800"
"Sro614_g175810.1";"Sro614_g175810"
"Sro615_g175820.1";"Sro615_g175820"
"Sro615_g175830.1";"Sro615_g175830"
"Sro615_g175840.1";"Sro615_g175840"
"Sro615_g175850.1";"Sro615_g175850"
"Sro615_g175860.1";"Sro615_g175860"
"Sro615_g175870.1";"Sro615_g175870"
"Sro616_g175880.1";"Sro616_g175880"
"Sro616_g175890.1";"Sro616_g175890"
"Sro616_g175900.1";"Sro616_g175900"
"Sro616_g175910.1";"Sro616_g175910"
"Sro616_g175920.1";"Sro616_g175920"
"Sro616_g175930.1";"Sro616_g175930"
"Sro616_g175940.2";"Sro616_g175940"
"Sro616_g175950.1";"Sro616_g175950"
"Sro616_g175960.1";"Sro616_g175960"
"Sro616_g175970.1";"Sro616_g175970"
"Sro616_g175971.1";"Sro616_g175971"
"Sro616_g175980.1";"Sro616_g175980"
"Sro616_g175990.1";"Sro616_g175990"
"Sro616_g176000.1";"Sro616_g176000"
"Sro616_g176010.1";"Sro616_g176010"
"Sro616_g176011.1";"Sro616_g176011"
"Sro616_g176020.1";"Sro616_g176020"
"Sro616_g176030.1";"Sro616_g176030"
"Sro616_g176040.1";"Sro616_g176040"
"Sro616_g176050.1";"Sro616_g176050"
"Sro616_g176060.1";"Sro616_g176060"
"Sro616_r002390.1";"Sro616_r002390"
"Sro617_g176070.1";"Sro617_g176070"
"Sro617_g176080.1";"Sro617_g176080"
"Sro617_g176090.1";"Sro617_g176090"
"Sro617_g176100.1";"Sro617_g176100"
"Sro617_g176110.1";"Sro617_g176110"
"Sro617_g176120.1";"Sro617_g176120"
"Sro617_g176130.1";"Sro617_g176130"
"Sro617_g176140.1";"Sro617_g176140"
"Sro617_g176150.1";"Sro617_g176150"
"Sro618_g176160.1";"Sro618_g176160"
"Sro618_g176170.1";"Sro618_g176170"
"Sro618_g176180.1";"Sro618_g176180"
"Sro618_g176190.1";"Sro618_g176190"
"Sro618_g176200.1";"Sro618_g176200"
"Sro618_g176210.1";"Sro618_g176210"
"Sro618_g176220.1";"Sro618_g176220"
"Sro618_g176230.1";"Sro618_g176230"
"Sro618_g176240.1";"Sro618_g176240"
"Sro618_g176250.1";"Sro618_g176250"
"Sro618_g176260.1";"Sro618_g176260"
"Sro618_g176270.1";"Sro618_g176270"
"Sro618_g176280.1";"Sro618_g176280"
"Sro618_g176290.1";"Sro618_g176290"
"Sro618_g176300.1";"Sro618_g176300"
"Sro618_g176310.1";"Sro618_g176310"
"Sro618_g176320.1";"Sro618_g176320"
"Sro618_g176330.1";"Sro618_g176330"
"Sro618_g176340.1";"Sro618_g176340"
"Sro619_g176350.1";"Sro619_g176350"
"Sro619_g176351.1";"Sro619_g176351"
"Sro619_g176360.1";"Sro619_g176360"
"Sro619_g176370.1";"Sro619_g176370"
"Sro619_g176380.1";"Sro619_g176380"
"Sro619_g176390.1";"Sro619_g176390"
"Sro619_g176400.1";"Sro619_g176400"
"Sro619_g176410.1";"Sro619_g176410"
"Sro619_g176420.1";"Sro619_g176420"
"Sro619_g176421.1";"Sro619_g176421"
"Sro619_g176430.1";"Sro619_g176430"
"Sro619_g176440.1";"Sro619_g176440"
"Sro619_g176450.1";"Sro619_g176450"
"Sro619_g176460.1";"Sro619_g176460"
"Sro619_g176470.1";"Sro619_g176470"
"Sro619_g176480.1";"Sro619_g176480"
"Sro619_g176490.1";"Sro619_g176490"
"Sro619_g176500.1";"Sro619_g176500"
"Sro619_g176510.1";"Sro619_g176510"
"Sro619_g176520.1";"Sro619_g176520"
"Sro619_g176530.1";"Sro619_g176530"
"Sro619_g176540.1";"Sro619_g176540"
"Sro619_g176550.1";"Sro619_g176550"
"Sro61_g034890.1";"Sro61_g034890"
"Sro61_g034900.1";"Sro61_g034900"
"Sro61_g034910.1";"Sro61_g034910"
"Sro61_g034920.1";"Sro61_g034920"
"Sro61_g034930.1";"Sro61_g034930"
"Sro61_g034940.1";"Sro61_g034940"
"Sro61_g034950.1";"Sro61_g034950"
"Sro61_g034960.1";"Sro61_g034960"
"Sro61_g034970.1";"Sro61_g034970"
"Sro61_g034980.1";"Sro61_g034980"
"Sro61_g034990.1";"Sro61_g034990"
"Sro61_g035000.1";"Sro61_g035000"
"Sro61_g035010.1";"Sro61_g035010"
"Sro61_g035020.1";"Sro61_g035020"
"Sro61_g035030.1";"Sro61_g035030"
"Sro61_g035040.1";"Sro61_g035040"
"Sro61_g035050.1";"Sro61_g035050"
"Sro61_g035060.1";"Sro61_g035060"
"Sro61_g035070.1";"Sro61_g035070"
"Sro61_g035080.1";"Sro61_g035080"
"Sro61_g035090.1";"Sro61_g035090"
"Sro61_g035100.1";"Sro61_g035100"
"Sro61_g035110.1";"Sro61_g035110"
"Sro61_g035120.1";"Sro61_g035120"
"Sro61_g035130.1";"Sro61_g035130"
"Sro61_g035140.1";"Sro61_g035140"
"Sro61_g035150.1";"Sro61_g035150"
"Sro61_g035160.1";"Sro61_g035160"
"Sro61_g035170.1";"Sro61_g035170"
"Sro61_g035180.1";"Sro61_g035180"
"Sro61_g035190.1";"Sro61_g035190"
"Sro61_g035200.1";"Sro61_g035200"
"Sro61_g035210.1";"Sro61_g035210"
"Sro61_g035220.1";"Sro61_g035220"
"Sro61_g035230.1";"Sro61_g035230"
"Sro61_g035240.1";"Sro61_g035240"
"Sro61_r000640.1";"Sro61_r000640"
"Sro620_g176560.1";"Sro620_g176560"
"Sro620_g176570.1";"Sro620_g176570"
"Sro620_g176580.1";"Sro620_g176580"
"Sro620_g176590.1";"Sro620_g176590"
"Sro620_g176600.1";"Sro620_g176600"
"Sro620_g176610.1";"Sro620_g176610"
"Sro620_g176620.1";"Sro620_g176620"
"Sro621_g176630.1";"Sro621_g176630"
"Sro621_g176640.1";"Sro621_g176640"
"Sro621_g176650.1";"Sro621_g176650"
"Sro621_g176660.1";"Sro621_g176660"
"Sro621_g176670.1";"Sro621_g176670"
"Sro621_g176680.1";"Sro621_g176680"
"Sro621_g176690.1";"Sro621_g176690"
"Sro621_g176700.1";"Sro621_g176700"
"Sro621_g176710.1";"Sro621_g176710"
"Sro621_g176720.1";"Sro621_g176720"
"Sro621_g176730.1";"Sro621_g176730"
"Sro621_g176740.1";"Sro621_g176740"
"Sro621_g176750.1";"Sro621_g176750"
"Sro621_g176760.1";"Sro621_g176760"
"Sro621_g176770.1";"Sro621_g176770"
"Sro621_g176780.1";"Sro621_g176780"
"Sro621_g176790.1";"Sro621_g176790"
"Sro621_g176800.1";"Sro621_g176800"
"Sro621_g176810.1";"Sro621_g176810"
"Sro621_g176820.1";"Sro621_g176820"
"Sro621_g176830.1";"Sro621_g176830"
"Sro621_g176840.1";"Sro621_g176840"
"Sro621_g176850.1";"Sro621_g176850"
"Sro621_g176860.1";"Sro621_g176860"
"Sro621_g176870.1";"Sro621_g176870"
"Sro621_g176880.1";"Sro621_g176880"
"Sro622_g176881.1";"Sro622_g176881"
"Sro622_g176890.1";"Sro622_g176890"
"Sro622_g176900.1";"Sro622_g176900"
"Sro622_g176910.1";"Sro622_g176910"
"Sro622_g176920.1";"Sro622_g176920"
"Sro622_g176930.1";"Sro622_g176930"
"Sro622_g176940.1";"Sro622_g176940"
"Sro622_g176950.1";"Sro622_g176950"
"Sro622_g176960.1";"Sro622_g176960"
"Sro622_g176970.1";"Sro622_g176970"
"Sro622_g176980.1";"Sro622_g176980"
"Sro622_g176990.1";"Sro622_g176990"
"Sro622_g177000.1";"Sro622_g177000"
"Sro622_g177010.1";"Sro622_g177010"
"Sro622_g177020.1";"Sro622_g177020"
"Sro622_g177030.1";"Sro622_g177030"
"Sro622_g177040.1";"Sro622_g177040"
"Sro622_g177050.1";"Sro622_g177050"
"Sro622_g177060.1";"Sro622_g177060"
"Sro623_g177070.1";"Sro623_g177070"
"Sro623_g177080.1";"Sro623_g177080"
"Sro623_g177090.1";"Sro623_g177090"
"Sro623_g177100.1";"Sro623_g177100"
"Sro623_g177110.1";"Sro623_g177110"
"Sro623_g177120.1";"Sro623_g177120"
"Sro623_g177130.1";"Sro623_g177130"
"Sro623_g177140.1";"Sro623_g177140"
"Sro623_g177150.1";"Sro623_g177150"
"Sro623_g177160.1";"Sro623_g177160"
"Sro623_g177170.1";"Sro623_g177170"
"Sro623_g177171.1";"Sro623_g177171"
"Sro623_g177180.1";"Sro623_g177180"
"Sro623_g177190.1";"Sro623_g177190"
"Sro623_g177200.1";"Sro623_g177200"
"Sro623_g177210.1";"Sro623_g177210"
"Sro623_g177220.1";"Sro623_g177220"
"Sro624_g177230.1";"Sro624_g177230"
"Sro624_g177240.1";"Sro624_g177240"
"Sro624_g177250.1";"Sro624_g177250"
"Sro624_g177260.1";"Sro624_g177260"
"Sro624_g177270.1";"Sro624_g177270"
"Sro624_g177280.1";"Sro624_g177280"
"Sro624_g177290.1";"Sro624_g177290"
"Sro624_g177300.1";"Sro624_g177300"
"Sro624_g177310.1";"Sro624_g177310"
"Sro624_g177320.1";"Sro624_g177320"
"Sro624_g177330.1";"Sro624_g177330"
"Sro624_g177340.1";"Sro624_g177340"
"Sro624_g177350.1";"Sro624_g177350"
"Sro624_g177360.1";"Sro624_g177360"
"Sro624_g177370.1";"Sro624_g177370"
"Sro624_g177380.1";"Sro624_g177380"
"Sro624_g177390.1";"Sro624_g177390"
"Sro624_g177400.1";"Sro624_g177400"
"Sro624_g177410.1";"Sro624_g177410"
"Sro624_g177420.1";"Sro624_g177420"
"Sro624_g177430.1";"Sro624_g177430"
"Sro625_g177440.1";"Sro625_g177440"
"Sro625_g177450.1";"Sro625_g177450"
"Sro625_g177460.1";"Sro625_g177460"
"Sro625_g177470.1";"Sro625_g177470"
"Sro625_g177480.1";"Sro625_g177480"
"Sro625_g177490.1";"Sro625_g177490"
"Sro625_g177500.1";"Sro625_g177500"
"Sro625_g177510.1";"Sro625_g177510"
"Sro625_g177520.1";"Sro625_g177520"
"Sro625_g177530.1";"Sro625_g177530"
"Sro625_g177540.1";"Sro625_g177540"
"Sro625_g177550.1";"Sro625_g177550"
"Sro625_g177560.1";"Sro625_g177560"
"Sro625_g177570.1";"Sro625_g177570"
"Sro625_g177580.1";"Sro625_g177580"
"Sro625_g177590.1";"Sro625_g177590"
"Sro625_g177600.1";"Sro625_g177600"
"Sro625_g177610.1";"Sro625_g177610"
"Sro625_g177620.1";"Sro625_g177620"
"Sro625_g177630.1";"Sro625_g177630"
